"species","tiles","area"
"Silene pseudoatocion",36,95077851311.5685
"Silene reichenbachii",1,3122651443.38385
"Silene repens",45,73731929536.2247
"Silene roemeri",9,22864823000.9688
"Silene sartorii",1,1317464714.91604
"Silene saxifraga",186,444577166245.521
"Silene scabriflora",133,348796607928.263
"Silene secundiflora",56,120844923132.095
"Silene sericea",27,33830621011.6512
"Silene subconica",57,86773626090.7751
"Silene succulenta",21,27731246034.299
"Silene supina",43,83861145519.4636
"Silene tatarica",472,693250708344.564
"Silene thymifolia",5,7371961643.18976
"Silene uniflora",917,991007775886.449
"Silene uniflora subsp. thorei",12,21167151370.6464
"Silene vallesia",29,53893991954.3128
"Silene velutina",8,11222689238.6281
"Silene viridiflora",58,133877671967.141
"Silene viscosa",447,769897187645.189
"Silene vulgaris",3697,5973527015309.64
"Silene vulgaris subsp. commutata",3697,5973527015309.64
"Silene vulgaris subsp. glareosa",151,306406530715.062
"Silene vulgaris subsp. prostrata",109,228529064810.004
"Silene wolgensis",171,324248501072.048
"Silene zawadzkii",1,2872055589.16258
"Silene × hampeana",316,548994362580.133
"Siler montanum",218,480974685041.471
"Silphiodaucus hispidus",8,14193951674.268
"Silphiodaucus prutenicus",331,631969503319.269
"Silphium integrifolium",2,6052713628.58309
"Silphium perfoliatum",557,1090642774675.37
"Silybum marianum",1536,2965242749531.66
"Sinapis alba",1492,2770746713183.74
"Sinapis alba subsp. dissecta",1492,2770746713183.74
"Sinapis pubescens",20,47828775899.4058
"Sison amomum",302,666436686041.415
"Sisymbrium altissimum",1066,1776177044316.28
"Sisymbrium austriacum",309,673612210247.439
"Sisymbrium crassifolium",91,290538727531.372
"Sisymbrium erysimoides",54,116000969892.761
"Sisymbrium irio",529,1184850140813.2
"Sisymbrium loeselii",1143,2053467513790.5
"Sisymbrium officinale",2060,3626118954683.33
"Sisymbrium orientale",692,1307518365814.22
"Sisymbrium polymorphum",196,375152864515.652
"Sisymbrium strictissimum",308,567346685088.891
"Sisymbrium volgense",276,514632497694.37
"Sium latifolium",1352,2310252968023.37
"Sium sisarum",148,284379568224.747
"Skimmia japonica",117,201050585086.018
"Smilax aspera",483,972693083968.751
"Smilax excelsa",8,11417208035.5719
"Smyrnium creticum",1,1317464714.91604
"Smyrnium olusatrum",779,1485792447308.19
"Smyrnium perfoliatum",603,1259891765403.2
"Smyrnium perfoliatum subsp. rotundifolium",603,1259891765403.2
"Soda inermis",122,250062680453.441
"Soda oppositifolia",28,68270802032.8301
"Solandra maxima",36,53664280079.1916
"Solanum americanum",125,219228758606.097
"Solanum argentinum",1,3572224493.49669
"Solanum betaceum",114,231501832780.572
"Solanum carolinense",48,92032860696.1877
"Solanum dulcamara",3104,5395953791691.86
"Solanum elaeagnifolium",140,255434835274.935
"Solanum laciniatum",147,241041531654.89
"Solanum laxum",166,340838951846.763
"Solanum linnaeanum",100,169352578567.011
"Solanum lycopersicum",1476,2566459605642.61
"Solanum melongena",84,166843503809.673
"Solanum muricatum",2,1853022252.59799
"Solanum nigrum",2316,4174482064986.82
"Solanum physalifolium",246,511783391692.667
"Solanum pseudocapsicum",421,879897705291.158
"Solanum sarrachoides",125,247863744826.231
"Solanum scabrum",28,52808783624.3091
"Solanum stoloniferum",2,4918003638.75637
"Solanum triflorum",103,160494051982.549
"Solanum tuberosum",1484,2377101297792.12
"Solanum umbelliferum",2,2272429569.69618
"Solanum villosum",653,1382936485342.31
"Solanum viride",1,2575089514.63176
"Soldanella alpina",311,624150736756.909
"Soldanella carpatica",16,28714477378.5699
"Soldanella hungarica",18,42494975894.1767
"Soldanella major",11,22371865767.8322
"Soldanella minima",40,65082730987.1458
"Soldanella montana",57,91318898278.1267
"Soldanella pusilla",91,160253727290.934
"Solenanthus apenninus",14,41507838792.5824
"Solidago bicolor",1,3572224493.49669
"Solidago canadensis",2272,3895561181289.74
"Solidago chilensis",2,7335319102.08078
"Solidago gigantea",1632,2910545464665.24
"Solidago leiocarpa",2,2480404769.54012
"Solidago rugosa",37,67522446439.4643
"Solidago sempervirens",2,3993359628.42413
"Solidago virgaurea",3950,5684573182837.99
"Solidago virgaurea subsp. minuta",3950,5684573182837.99
"Soliva sessilis",136,226904219907.651
"Sonchus acaulis",3,9907395440.70623
"Sonchus arvensis",2986,4599836512754.6
"Sonchus arvensis subsp. humilis",9,5420738731.63963
"Sonchus arvensis subsp. uliginosus",2986,4599836512754.6
"Sonchus asper",2506,4286683137213.71
"Sonchus asper subsp. glaucescens",2506,4286683137213.71
"Sonchus bulbosus",153,289316121443.073
"Sonchus congestus",4,10722220443.0669
"Sonchus leptocephalus",2,5822772836.82205
"Sonchus maritimus",306,512084323066.353
"Sonchus maritimus subsp. aquatilis",47,114681119027.102
"Sonchus oleraceus",2779,4780076442882.53
"Sonchus palustris",671,1179982340706.9
"Sonchus pendulus",5,8363145899.78396
"Sonchus tenerrimus",491,1034410766201.44
"Sophora alopecuroides",3,7643587569.54124
"Sorbaria sorbifolia",1693,2606119141772.6
"Sorbus americana",2,5298453491.45296
"Sorbus aucuparia",4180,6119302902190.09
"Sorbus commixta",15,20375076790.6338
"Sorbus hupehensis",2,2575089514.63165
"Sorghum bicolor",604,1248514780093.88
"Sorghum bicolor nothosubsp. drummondii",604,1248514780093.88
"Sorghum bicolor subsp. bicolor",604,1248514780093.88
"Sorghum halepense",1102,2215635346901.5
"Sparganium angustifolium",1460,1618097160780.3
"Sparganium emersum",2127,3108262367250.03
"Sparganium erectum",2329,4029314617359.96
"Sparganium erectum subsp. neglectum",12,15824270205.6661
"Sparganium glomeratum",258,285104358733.467
"Sparganium natans",1683,2188165083319.19
"Spartium junceum",777,1654583749025.32
"Spathodea campanulata",5,8022933495.62187
"Spergula arvensis",2689,3884819471315.93
"Spergula morisonii",730,1315685465828.55
"Spergula pentandra",381,959271578093.422
"Spergularia marina",1170,1651555243421.64
"Spergularia media",716,1060636869251.19
"Spergularia nicaeensis",79,185847824456.902
"Spergularia rubra",2194,3486809538824.21
"Spergularia rupicola",67,73581250976.3646
"Spinacia oleracea",332,549782741843.029
"Spiraea alba",434,730780952413.041
"Spiraea bella",2,2388187942.95857
"Spiraea betulifolia",76,88573965619.8351
"Spiraea cantoniensis",39,82192075413.7625
"Spiraea chamaedryfolia",709,1047593898717.07
"Spiraea crenata",289,535083591604.166
"Spiraea douglasii",606,1047253265520.74
"Spiraea hypericifolia",248,560008318470.349
"Spiraea hypericifolia subsp. obovata",248,560008318470.349
"Spiraea japonica",869,1403402421680.66
"Spiraea japonica var. japonica",869,1403402421680.66
"Spiraea media",202,308336472843.095
"Spiraea nipponica",19,27841100126.952
"Spiraea prunifolia",10,18220181769.086
"Spiraea salicifolia",872,1372545940757.56
"Spiraea thunbergii",25,56979598292.5517
"Spiraea tomentosa",107,171620541548.16
"Spiraea trichocarpa",1,1528581771.1596
"Spiraea trilobata",42,70517796457.4867
"Spiranthes spiralis",901,1805255883918.53
"Spirobassia hirsuta",101,137583478979.683
"Spirodela polyrhiza",1690,2933356282169.3
"Sporobolus aculeatus",165,339408439516.374
"Sporobolus alopecuroides",207,489733197449.884
"Sporobolus alterniflorus",27,37390821766.6132
"Sporobolus anglicus",171,211918252162.224
"Sporobolus maritimus",93,134351364085.816
"Sporobolus pungens",132,216821359474.636
"Sporobolus schoenoides",230,530468051640.153
"Sporobolus versicolor",47,83715939263.9294
"Stachys alpina",473,1034927856917.29
"Stachys annua",1131,2270352325329.77
"Stachys arvensis",958,1760291507918.57
"Stachys atherocalyx",22,37213690426.7607
"Stachys brachyclada",6,5437455784.4334
"Stachys byzantina",1159,2094583265895.41
"Stachys circinata",13,37822594235.3685
"Stachys cretica",129,243699430758.247
"Stachys cretica subsp. bulgarica",2,4893647657.15018
"Stachys cretica subsp. salviifolia",29,64175549578.7935
"Stachys germanica",756,1662985356368.04
"Stachys germanica subsp. dasyanthes",756,1662985356368.04
"Stachys germanica subsp. germanica",281,632669788525.022
"Stachys glutinosa",37,61211585483.4158
"Stachys heraclea",119,314910618975.027
"Stachys iberica",4,7815706339.01804
"Stachys leucoglossa",2,3423860534.98794
"Stachys maritima",38,57380438095.6161
"Stachys marrubiifolia",7,9460578995.74253
"Stachys menthifolia",3,6226245116.81688
"Stachys ocymastrum",156,340450513675.012
"Stachys palustris",3168,5126729306196.87
"Stachys plumosa",7,11335741586.5069
"Stachys recta",1247,2595360833483.47
"Stachys recta subsp. labiosa",1247,2595360833483.47
"Stachys setifera",3,2289032773.23312
"Stachys sylvatica",2616,4315516531482.7
"Stachys thirkei",11,23298388029.102
"Stachys tymphaea",3,7168852691.03059
"Stachys × ambigua",225,457150311555.511
"Staehelina dubia",238,641135391327.258
"Staehelina petiolata",4,6234583820.902
"Staphisagria macrosperma",104,209741723020.296
"Staphisagria picta",14,15607665332.816
"Staphisagria requienii",6,13333576776.9352
"Staphylea colchica",22,47304046071.657
"Staphylea pinnata",756,1511823583839.04
"Stauracanthus genistoides",45,113297016979.649
"Stauracanthus spectabilis",6,11574805512.7823
"Stellaria alsine",1573,2530985933209.55
"Stellaria apetala",810,1502982297083.51
"Stellaria aquatica",1921,3430469235329.25
"Stellaria calycantha",45,29217367689.4261
"Stellaria crassifolia",927,837058882141.537
"Stellaria graminea",3815,5606649092750.15
"Stellaria longifolia",1188,1299121108525.96
"Stellaria media",3836,5698112260868.28
"Stellaria neglecta",706,1363885010968.34
"Stellaria nemorum",2473,3553835697709.69
"Stellaria nemorum subsp. montana",2473,3553835697709.69
"Stellaria palustris",1707,2632445757903.25
"Stenotaphrum secundatum",149,261087779267.874
"Stephanotis floribunda",2,4742911466.19517
"Sternbergia colchiciflora",97,246103557600.011
"Stipa arabica",3,2797555150.07148
"Stipa barbata",48,166668681519.747
"Stipa borysthenica",129,250627024865.797
"Stipa capillata",699,1478874320047.04
"Stipa dasyphylla",92,168074312241.326
"Stipa iberica",76,226282517299.173
"Stipa lagascae",81,269111594249.614
"Stipa lessingiana",239,468434761719.217
"Stipa offneri",153,402443541963.771
"Stipa pennata",791,1667603336897.47
"Stipa pennata subsp. pennata",791,1667603336897.47
"Stipa pontica",10,13559160054.8362
"Stipa pulcherrima",223,459134144573.544
"Stipa sareptana",47,93171590367.554
"Stipa zalesskyi",14,29171690441.7594
"Stipellula capensis",166,384007908501.317
"Stratiotes aloides",1219,1978230258154.57
"Strelitzia alba",3,6135443566.28144
"Strelitzia nicolai",4,5027884045.73639
"Strelitzia reginae",41,63856075680.1957
"Streptocarpus ionanthus",2,3055224640.43669
"Strigosella africana",75,191832150645.92
"Stuckenia filiformis",763,782174871792.651
"Stuckenia pectinata",1764,2918646794298.39
"Styphnolobium japonicum",285,621956490328.181
"Styrax officinalis",47,100806512034.62
"Suaeda acuminata",36,61580080133.4123
"Suaeda altissima",40,71468686129.7028
"Suaeda maritima",555,737299204579.976
"Suaeda microphylla",2,3595842414.08347
"Suaeda physophora",5,11936253368.3975
"Suaeda prostrata",86,153211200795.462
"Suaeda splendens",60,174737502918.727
"Suaeda vera",233,436886892961.716
"Suaeda vermiculata",5,14050911843.4959
"Succisa pratensis",2343,3689817820627.86
"Succisella inflexa",107,185587260242.088
"Succowia balearica",40,70714305198.9459
"Sulla coronaria",139,290074419451.204
"Sulla flexuosa",1,2578716845.18132
"Sulla glomerata",50,100902212568.957
"Sulla spinosissima",85,176110888275.764
"Swertia perennis",272,533759059988.407
"Swertia perennis var. perennis",4,5444555960.65832
"Syagrus romanzoffiana",5,10522250779.8885
"Symphoricarpos albus",1782,2955856503039.27
"Symphoricarpos orbiculatus",178,343353876363.627
"Symphyotrichum cordifolium",9,16069717236.7103
"Symphyotrichum dumosum",28,51321910617.6031
"Symphyotrichum ericoides",127,272066918267.632
"Symphyotrichum expansum",181,327046643850.629
"Symphyotrichum foliaceum",3,7951846696.27425
"Symphyotrichum laeve",147,265250410107.278
"Symphyotrichum lanceolatum",809,1630047722975.68
"Symphyotrichum novae-angliae",1022,1992915902114.8
"Symphyotrichum novi-belgii",1449,2633750520282.9
"Symphyotrichum pilosum",61,128471000188.54
"Symphyotrichum shortii",2,3996322388.32636
"Symphyotrichum squamatum",355,788629372792.747
"Symphyotrichum × salignum",725,1316935274354.01
"Symphyotrichum × versicolor",228,421885892537.117
"Symphytum asperum",820,1311377345921.51
"Symphytum bulbosum",224,455735149018.815
"Symphytum caucasicum",569,946689397061.224
"Symphytum cordatum",58,107393933221.656
"Symphytum grandiflorum",277,457548442285.153
"Symphytum ibiricum",7,11372416905.8805
"Symphytum officinale",2326,4118753350811.67
"Symphytum officinale subsp. officinale",2326,4118753350811.67
"Symphytum officinale subsp. uliginosum",2326,4118753350811.67
"Symphytum orientale",183,332628600364.341
"Symphytum ottomanum",18,35790638461.0981
"Symphytum tauricum",48,93258932830.668
"Symphytum tuberosum",931,1832802220452.3
"Symphytum tuberosum subsp. angustifolium",49,86858587060.3242
"Symphytum × uplandicum",1020,1551203645041.42
"Syringa josikaea",297,360938523150.608
"Syringa komarowii",37,48233464442.3908
"Syringa persica",19,44107579680.2127
"Syringa reticulata",14,22775279217.208
"Syringa villosa",8,14818885905.7139
"Syringa vulgaris",2722,4826315866196.88
"Syzygium jambos",1,3572224493.49669
"Taeniatherum caput-medusae",178,506637818116.134
"Taeniopetalum arenarium",31,67583643326.2885
"Tagetes erecta",953,1860186860566.44
"Tagetes minuta",369,773562442197.12
"Tagetes tenuifolia",293,556862221443.57
"Takhtajaniantha austriaca",228,451978870566.335
"Takhtajaniantha crispa",10,16657228889.9266
"Takhtajaniantha glabra",241,477856736323.93
"Tamarindus indica",3,6111348100.98503
"Tamarix africana",234,514984780667.993
"Tamarix aphylla",1,3855416259.55831
"Tamarix boveana",26,61302797471.9265
"Tamarix canariensis",117,303717340673.492
"Tamarix dalmatica",3,4860020832.18246
"Tamarix gallica",521,1076453069535.53
"Tamarix gracilis",15,29677113141.8969
"Tamarix hampeana",6,8054302379.88681
"Tamarix hispida",4,9716691260.05734
"Tamarix laxa",23,44631532227.1013
"Tamarix nilotica",3,3593647734.22818
"Tamarix octandra",2,3562467297.71746
"Tamarix parviflora",219,454537784405.187
"Tamarix ramosissima",265,553082368407.269
"Tamarix smyrnensis",3,5085133757.97978
"Tamarix tetrandra",38,64182838267.1659
"Tanacetum balsamita",679,1459448577775.37
"Tanacetum balsamita var. balsamitoides",679,1459448577775.37
"Tanacetum bipinnatum",78,53483705546.4033
"Tanacetum cinerariifolium",53,119118672959.561
"Tanacetum coccineum",276,493420060711.257
"Tanacetum corymbosum",1158,2417854023635.9
"Tanacetum corymbosum subsp. subcorymbosum",1158,2417854023635.9
"Tanacetum densum",2,4822358363.15477
"Tanacetum macrophyllum",345,618436030907.507
"Tanacetum millefolium",95,191908584400.135
"Tanacetum partheniifolium",42,74294492850.5992
"Tanacetum parthenium",2033,3679629258579.23
"Tanacetum vulgare",4261,6568650783095.07
"Tanacetum vulgare subsp. siculum",4261,6568650783095.07
"Taraxacum arcticum",73,12387098418.7753
"Taraxacum campylodes",224,506109800090.992
"Taraxacum kok-saghyz",2,2434038737.19965
"Taraxacum palustre",292,604668285720.691
"Taraxacum pinto-silvae",17,43999470098.653
"Taraxacum sect. Taraxacum",4417,6713141957349.61
"Taraxacum serotinum",317,631938029296.079
"Taraxacum sundbergii",9,25368740845.4656
"Taxodium distichum",620,1277417183021.74
"Taxus baccata",1643,3024728956354.4
"Taxus cuspidata",32,52992703000.4133
"Tecoma stans",16,30896684961.7821
"Tecomaria capensis",58,97088462935.9703
"Teesdalia conferta",12,38471391515.9578
"Teesdalia nudicaulis",747,1335867391349.27
"Telekia speciosa",988,1636235279116.71
"Tellima grandiflora",404,651192077378.431
"Tephroseris crispa",121,202813743308.353
"Tephroseris helenitis",267,586561498405.283
"Tephroseris integrifolia",388,594323907852.731
"Tephroseris integrifolia subsp. capitata",25,47471130890.8166
"Tephroseris longifolia",62,128854751694.455
"Tephroseris palustris",363,534199813915.048
"Tephroseris papposa",4,8164071054.29937
"Tetraclinis articulata",43,106038393684.233
"Tetradium daniellii",55,107811343834.149
"Tetragonia tetragonoides",145,239320104100.18
"Teucrium aureum",99,263726305846.01
"Teucrium botrys",482,1092271471777.26
"Teucrium bracteatum",5,12804459583.8332
"Teucrium capitatum",343,779911703039.814
"Teucrium capitatum subsp. gracillimum",343,779911703039.814
"Teucrium chamaedrys",1336,2787748870872.63
"Teucrium chamaedrys subsp. pinnatifidum",75,220291801242.314
"Teucrium charidemi",6,12984799077.35
"Teucrium divaricatum",12,18679864732.821
"Teucrium dunense",43,89150796612.3143
"Teucrium flavum",215,443472690420.71
"Teucrium fruticans",603,1363772806610.85
"Teucrium gnaphalodes",68,227822333902.598
"Teucrium lucidum",24,52402331016.9696
"Teucrium lusitanicum",32,98717683885.584
"Teucrium luteum",31,83698867743.8105
"Teucrium marum",69,133544121620.96
"Teucrium massiliense",16,23332981187.0675
"Teucrium montanum",550,1229155227096.32
"Teucrium murcicum",13,32181242671.8723
"Teucrium polium",366,834054419012.587
"Teucrium pseudoscorodonia",5,13046145095.0799
"Teucrium pyrenaicum",108,257470007977.01
"Teucrium salviastrum",13,39322406026.1698
"Teucrium scordium",769,1573768705891.45
"Teucrium scordium subsp. scordioides",80,201886260007.698
